% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.000000000000e+03) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
% f evaluations | g evaluations | best noise-free fitness - Fopt (1.000000000000e+03) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +7.325710060e+01 +1.073257101e+03 +1.073257101e+03 -1.4881e+00 +4.7813e+00 +2.0604e+00
2 0 +2.132317597e+01 +1.021323176e+03 +1.021323176e+03 -1.2654e+00 -1.3634e+00 -2.3953e+00
9 0 +9.786753387e+00 +1.009786753e+03 +1.009786753e+03 -1.4223e+00 -2.6438e+00 +1.2391e+00
102 0 +2.103706210e+00 +1.002103706e+03 +1.002103706e+03 -3.6355e+00 +4.9334e+00 +3.7746e-01
144 0 +2.103706210e+00 +1.002103706e+03 +1.002103706e+03 -3.6355e+00 +4.9334e+00 +3.7746e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.079600000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +8.391346642e+01 -2.404653358e+01 -2.404653358e+01 -3.7700e+00 +1.5541e+00 +4.5980e+00
2 0 +5.909636436e+01 -4.886363564e+01 -4.886363564e+01 +1.2116e+00 -2.5854e+00 -3.8301e+00
3 0 +1.997388471e+01 -8.798611529e+01 -8.798611529e+01 +6.8143e-01 -8.6184e-01 -8.8150e-01
13 0 +1.749707112e+01 -9.046292888e+01 -9.046292888e+01 +4.5643e+00 -4.8337e+00 +3.8149e+00
27 0 +9.054426509e+00 -9.890557349e+01 -9.890557349e+01 -9.5382e-01 +2.8069e+00 +4.3853e+00
46 0 +2.530046158e+00 -1.054299538e+02 -1.054299538e+02 -9.7979e-01 -3.8162e+00 +1.1817e+00
144 0 +2.530046158e+00 -1.054299538e+02 -1.054299538e+02 -9.7979e-01 -3.8162e+00 +1.1817e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-3.025900000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +7.425238783e+01 -2.283376122e+02 -2.283376122e+02 -1.3483e+00 +1.8594e+00 +4.7829e+00
2 0 +5.042019885e+01 -2.521698012e+02 -2.521698012e+02 +4.7730e+00 -4.1754e+00 +1.7652e+00
3 0 +1.508874059e+01 -2.875012594e+02 -2.875012594e+02 +2.8302e+00 +3.7290e+00 -3.4443e-01
23 0 +1.394322455e+01 -2.886467755e+02 -2.886467755e+02 +1.6365e+00 +1.3446e+00 +1.6364e-03
41 0 +9.748227697e+00 -2.928417723e+02 -2.928417723e+02 -3.3286e+00 -6.7206e-01 +2.0276e+00
144 0 +9.748227697e+00 -2.928417723e+02 -2.928417723e+02 -3.3286e+00 -6.7206e-01 +2.0276e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-3.065500000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +6.949769989e+01 -2.370523001e+02 -2.370523001e+02 +2.4793e+00 +4.5387e+00 +2.9550e+00
3 0 +1.514920788e+01 -2.914007921e+02 -2.914007921e+02 -1.8495e-01 +2.0370e+00 +1.3856e+00
6 0 +1.159695864e+01 -2.949530414e+02 -2.949530414e+02 +3.1361e+00 -1.5157e+00 +2.8649e+00
10 0 +1.119946934e+01 -2.953505307e+02 -2.953505307e+02 +3.1617e+00 +2.1744e+00 +4.8709e+00
21 0 +6.282973308e+00 -3.002670267e+02 -3.002670267e+02 +2.4978e+00 +6.8838e-01 +3.9671e+00
130 0 +2.710023192e+00 -3.038399768e+02 -3.038399768e+02 +3.2086e+00 +8.9041e-02 +2.3321e+00
144 0 +2.710023192e+00 -3.038399768e+02 -3.038399768e+02 +3.2086e+00 +8.9041e-02 +2.3321e+00
